1508598794701,ACCEL,-3.2752678,7.690176,5.2289367
1508598794718,ACCEL,-3.4955344,7.632715,4.960786
1508598794736,ACCEL,-3.4476504,7.728483,5.592855
1508598794754,ACCEL,-3.5051112,7.690176,5.707777
1508598794775,ACCEL,-3.620033,7.699753,5.3438582
1508598794793,ACCEL,-3.5529952,7.6614456,5.2863975
1508598794813,ACCEL,-3.4572272,7.728483,5.315128
1508598794834,ACCEL,-3.3614593,7.699753,5.133168
1508598794853,ACCEL,-3.41892,7.6614456,5.0661306
1508598794876,ACCEL,-3.514688,7.5561004,5.4300494
1508598794886,MAG,12.24,-38.82,-14.219999
1508598794892,ACCEL,-3.620033,7.5944076,5.2768207
1508598794912,ACCEL,-3.5817258,7.6231384,5.1523223
1508598794933,ACCEL,-3.514688,7.728483,5.267244
1508598794954,ACCEL,-3.5051112,7.680599,5.315128
1508598794974,ACCEL,-3.6104562,7.603985,5.2289367
1508598794993,ACCEL,-3.5625722,7.6710224,5.353435
1508598795012,ACCEL,-3.4955344,7.6614456,5.2863975
1508598795032,ACCEL,-3.4380736,7.73806,5.363012
1508598795056,ACCEL,-3.5051112,7.7093296,5.391742
1508598795074,ACCEL,-3.5242648,7.6231384,5.2289367
1508598795086,MAG,12.12,-38.52,-13.92
1508598795091,ACCEL,-3.5913026,7.6231384,5.161899
1508598795110,ACCEL,-3.5242648,7.603985,5.171476
1508598795130,ACCEL,-3.4380736,7.642292,5.2289367
1508598795152,ACCEL,-3.41892,7.7189064,5.4683566
1508598795170,ACCEL,-3.572149,7.651869,5.315128
1508598795190,ACCEL,-3.5913026,7.575254,5.209783
1508598795209,ACCEL,-3.5434184,7.5848308,5.0374002
1508598795229,ACCEL,-3.4476504,7.651869,5.1235914
1508598795250,ACCEL,-3.5338416,7.651869,5.085284
1508598795273,ACCEL,-3.4763808,7.632715,5.2863975
1508598795288,MAG,12.0,-38.219997,-13.679999
1508598795289,ACCEL,-3.4572272,7.795521,5.544971
1508598795309,ACCEL,-3.572149,7.517793,5.2959743
1508598795328,ACCEL,-3.620033,7.5465236,5.4779334
1508598795349,ACCEL,-3.4859576,7.5465236,5.257667
1508598795371,ACCEL,-3.572149,7.4603324,5.094861
1508598795388,ACCEL,-3.667917,7.4603324,5.0757074
1508598795407,ACCEL,-3.5529952,7.2783732,5.305551
1508598795427,ACCEL,-3.217807,7.431602,5.803545
1508598795448,ACCEL,-2.8921957,7.565677,6.6175733
1508598795471,ACCEL,-2.9783869,7.4507556,6.531382
1508598795488,MAG,11.88,-37.92,-13.5
1508598795491,ACCEL,-3.3135753,7.383718,6.0716953
1508598795508,ACCEL,-3.4572272,7.393295,5.5258174
1508598795526,ACCEL,-3.4763808,7.536947,5.401319
1508598795546,ACCEL,-3.3614593,7.7093296,5.544971
1508598795566,ACCEL,-3.3423057,7.642292,6.196194
1508598795586,ACCEL,-3.3135753,7.6135616,6.215348
1508598795609,ACCEL,-3.371036,7.843405,6.3302693
1508598795627,ACCEL,-3.323152,7.7093296,5.9280434
1508598795645,ACCEL,-3.3423057,7.3645644,5.755661
1508598795665,ACCEL,-3.3039982,6.8761473,5.7748146
1508598795687,MAG,11.759999,-37.62,-13.32
1508598795688,ACCEL,-2.7868507,6.5601125,5.9184666
1508598795706,ACCEL,-2.5187001,5.861006,4.855441
1508598795725,ACCEL,-3.371036,6.0238113,7.603985
1508598795744,ACCEL,-3.9456444,5.506664,7.6614456
1508598795763,ACCEL,-3.8307228,4.9895163,8.7532015
1508598795787,ACCEL,-3.916914,3.8019924,8.810662
1508598795806,ACCEL,-3.763685,2.2601264,7.8625584
1508598795824,ACCEL,-3.0454245,1.2354081,11.903971
1508598795842,ACCEL,-2.719813,0.019153614,13.206416
1508598795862,ACCEL,-2.2026656,-0.36391866,9.969456
1508598795884,ACCEL,-2.9017725,-2.2984335,9.260772
1508598795884,MAG,11.5199995,-37.02,-13.92
1508598795904,ACCEL,-2.72939,-1.3599066,8.274361
1508598795926,ACCEL,-0.5363012,-4.0797195,14.633361
1508598795942,ACCEL,0.842759,-4.050989,15.179238
1508598795961,ACCEL,-0.45010993,-1.6280571,10.572795
1508598795982,ACCEL,-2.0398598,1.1492168,6.9623384
1508598796006,ACCEL,-2.5378537,2.2218192,7.5561004
1508598796026,ACCEL,-2.6719291,2.2409728,7.9966335
1508598796041,ACCEL,-2.1164744,2.231396,9.193734
1508598796060,ACCEL,-0.6607997,2.4708161,11.003751
1508598796080,ACCEL,-0.50757074,2.767697,10.352529
1508598796083,MAG,10.92,-33.18,-16.74
1508598796103,ACCEL,-1.5705963,3.7445314,9.165004
1508598796121,ACCEL,-1.8579005,3.8881836,8.7532015
1508598796142,ACCEL,-1.2449849,3.821146,9.040505
1508598796160,ACCEL,-0.8810662,5.0757074,8.90643
1508598796178,ACCEL,-0.9576807,6.1387334,8.724471
1508598796199,ACCEL,-1.2449849,5.353435,8.293514
1508598796220,ACCEL,-1.1875241,4.175488,9.030929
1508598796240,ACCEL,-1.436521,3.9360676,8.111555
1508598796259,ACCEL,-1.5897499,4.548983,7.393295
1508598796278,ACCEL,-1.8291701,5.7748146,8.034941
1508598796288,MAG,9.9,-30.06,-19.38
1508598796303,ACCEL,-1.436521,5.707777,8.552089
1508598796323,ACCEL,-1.5610195,5.2289367,7.8529816
1508598796341,ACCEL,-1.9249382,4.7788267,7.1059904
1508598796357,ACCEL,-1.8387469,4.8841715,7.843405
1508598796380,ACCEL,-1.0247183,4.7884035,10.228029
1508598796396,ACCEL,-0.8619126,5.2002063,9.672575
1508598796431,ACCEL,-0.90021986,5.2002063,9.56723
1508598796437,ACCEL,-0.94810385,5.7269306,8.418014
1508598796456,ACCEL,-0.9768343,5.746084,8.485051
1508598796476,ACCEL,-0.8714894,5.6790466,8.475474
1508598796484,MAG,8.94,-28.26,-21.66
1508598796496,ACCEL,-1.13964,5.8322754,7.920019
1508598796516,ACCEL,-0.78529817,5.2863975,8.322245
1508598796537,ACCEL,-0.7661445,5.659893,7.8050976
1508598796555,ACCEL,-0.92895025,5.602432,8.082825
1508598796574,ACCEL,-1.091756,5.583278,8.063671
1508598796594,ACCEL,-1.043872,5.046977,8.485051
1508598796615,ACCEL,-0.79487497,5.592855,8.944737
1508598796635,ACCEL,-0.7469909,5.544971,9.174581
1508598796654,ACCEL,-0.9576807,5.506664,8.599973
1508598796673,ACCEL,-1.0247183,5.401319,8.619126
1508598796683,MAG,7.9199996,-26.88,-23.939999
1508598796693,ACCEL,-1.0055647,5.439626,8.628703
1508598796713,ACCEL,-0.93852705,5.3821654,8.628703
1508598796734,ACCEL,-1.0247183,5.391742,8.532935
1508598796753,ACCEL,-1.0247183,5.2480903,8.350976
1508598796772,ACCEL,-1.0055647,5.6407394,8.408437
1508598796791,ACCEL,-0.9864111,5.5641246,8.42759
1508598796811,ACCEL,-0.92895025,5.6407394,8.322245
1508598796832,ACCEL,-0.8619126,5.803545,8.264784
1508598796851,ACCEL,-0.8714894,5.717354,8.274361
1508598796871,ACCEL,-0.92895025,5.5162406,8.418014
1508598796883,MAG,6.8999996,-25.5,-26.22
1508598796891,ACCEL,-0.9672575,5.583278,8.360553
1508598796910,ACCEL,-0.93852705,5.6982,8.274361
1508598796931,ACCEL,-0.94810385,5.6790466,8.063671
1508598797083,MAG,5.64,-24.18,-28.439999
1508598797128,ACCEL,-0.7182605,6.033388,8.24563
1508598797283,MAG,4.38,-22.859999,-30.599998
1508598797326,ACCEL,-1.0821792,6.6846113,7.4028716
1508598797489,MAG,3.1799998,-22.02,-31.859999
1508598797525,ACCEL,-0.79487497,7.479486,7.345411
1508598797684,MAG,2.46,-24.84,-30.359999
1508598797722,ACCEL,-0.7182605,7.5561004,6.742072
1508598797885,MAG,2.04,-27.24,-28.74
1508598797920,ACCEL,-0.7374141,7.5944076,6.895301
1508598798084,MAG,1.56,-28.38,-27.24
1508598798118,ACCEL,-0.6607997,7.5848308,7.3071036
1508598798284,MAG,1.3199999,-29.58,-26.099998
1508598798316,ACCEL,-0.61291564,7.603985,7.07726
1508598798484,MAG,1.02,-30.84,-24.9
1508598798514,ACCEL,-0.39264908,7.6231384,6.7324953
1508598798683,MAG,1.02,-32.219997,-23.76
1508598798713,ACCEL,-0.641646,8.197746,5.4683566
1508598798886,MAG,0.9,-33.719997,-22.56
1508598798911,ACCEL,-0.59376204,7.795521,6.6654577
1508598799087,MAG,0.71999997,-34.98,-21.539999
1508598799108,ACCEL,-0.58418524,7.8529816,6.4068837
1508598799286,MAG,0.42,-35.82,-21.0
1508598799305,ACCEL,-0.51714754,7.5944076,6.789956
1508598799486,MAG,0.0,-36.36,-20.82
1508598799504,ACCEL,-0.40222588,7.651869,6.493075
1508598799685,MAG,-0.42,-36.84,-20.76
1508598799706,ACCEL,-0.47884035,7.881712,6.6271505
1508598799887,MAG,-0.84,-37.2,-20.699999
1508598799901,ACCEL,-0.51714754,7.785944,6.8569937
1508598800086,MAG,-1.26,-37.44,-20.52
1508598800098,ACCEL,-0.5746084,8.0924015,6.7803793
1508598800288,MAG,-1.68,-37.5,-20.4
1508598800295,ACCEL,-0.9576807,7.920019,5.765238
1508598800490,MAG,-1.9799999,-37.44,-20.16
1508598800493,ACCEL,-0.5746084,8.236053,6.7708025
1508598800686,MAG,-2.28,-37.38,-19.92
1508598800694,ACCEL,-0.38307226,8.00621,7.2687964
1508598800887,MAG,-2.3999999,-37.2,-19.68
1508598800891,ACCEL,-0.24899697,7.9583263,6.540959
1508598801088,MAG,-2.46,-37.02,-19.439999
1508598801089,ACCEL,-0.90021986,7.776367,6.531382
1508598801289,MAG,-2.46,-36.899998,-19.26
1508598801289,ACCEL,-0.51714754,7.9008656,6.7803793
1508598801488,ACCEL,-0.79487497,7.776367,6.5505357
1508598801489,MAG,-2.46,-36.719997,-19.14
1508598801682,ACCEL,-0.50757074,7.728483,6.6367273
